date,text,cryptobert_sentiment,cryptobert_sentiment_2,subjectivity,polarity,compound,neg,neu,pos,btc_close_price,btc_target_label,eth_close_price,eth_target_label
2017-11-25,mining ethereum online android transaction building bitcoin websites book great,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8790.919922,1,466.276001,1
2017-11-26,technical strategic discussion etch token issuance concerns mining ethereum online lisa hudson real property initial coin offering send ether recently hacked getting want start solidity software company funds meant know feeling hopes dreams taken away instant sorry begging desperate stage,0.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,9330.549805,1,471.329987,1
2017-11-27,bitcoin wedding mining ethereum online,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9818.349609,1,480.355011,0
2017-11-28,mining ethereum online public images node user null bonjour ceci test envoi travers blockchain cette transaction contient beaucoup dans champs data doppio pagamento initial coin offering technical wages joshua expenses,1.0,1.0,0.0666666666666666,0.0,0.0,0.0,1.0,0.0,10058.799805,0,472.902008,0
2017-11-29,mining ethereum online public images node user constant false inputs type address bytes uint nonce expires outputs payable function constructor true fallback,1.0,1.0,0.0666666666666666,0.0,0.0,0.0,1.0,0.0,9888.610352,1,427.52301,1
2017-11-30,mining ethereum online form truce switch share profits favor test destination address luke refund andreas retirement fund storm initial coin offering,1.0,1.0,0.0,0.0,0.296,0.0,0.845,0.155,10233.599609,1,447.114014,1
2017-12-01,mining ethereum online android transaction sent poloniex owner address contact piper,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10975.599609,1,466.540009,0
2017-12-02,mining ethereum online bitcoin transfer android transaction,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11074.599609,1,463.449005,1
2017-12-03,buy high mining ethereum online going coinbase,1.0,1.0,0.5399999999999999,0.16,0.0,0.0,1.0,0.0,11323.200195,1,465.852997,1
2017-12-04,proof analysis projects price time projection mining ethereum online want daar geen sint thomas eens hier bitcoin lieve madeleine laat maar iets waar chain netwerk ligt door plat geeft heel veel meer jaar steeds,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11657.200195,1,470.20401,0
2017-12-05,mining ethereum online embed want blockchain info,1.0,1.0,0.0,0.0,0.0772,0.0,0.902,0.098,11916.700195,1,463.281006,0
2017-12-06,buy ether email marlon live moony ethereum technical wages joshua mining online,1.0,1.0,0.5,0.1363636363636363,0.0,0.0,1.0,0.0,14291.5,1,428.588013,1
2017-12-07,mining ethereum online kitties dollars start breeding costs like bucks sell babys broke thanks putting shit year,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17899.699219,0,434.40799,1
2017-12-08,mining ethereum online good work test transfer kraken,1.0,1.0,0.6000000000000001,0.7,0.4404,0.0,0.805,0.195,16569.400391,0,456.031006,1
2017-12-09,mining ethereum online join revolt address,1.0,1.0,0.0,0.0,0.296,0.0,0.833,0.167,15178.200195,1,473.502014,0
2017-12-10,mining ethereum online marketing chicago blockchain winter gala,1.0,1.0,0.0,0.0,-0.4404,0.209,0.791,0.0,15455.400391,1,441.721008,1
2017-12-11,mining ethereum online transaction purchased dracula accidentally posted sale instead student struggling ends meet appreciate took moral high ground compensated value bless internal draft code review sired kitty money dean audit,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16936.800781,1,515.135986,1
2017-12-12,mining ethereum online,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17415.400391,0,651.43103,1
2017-12-13,mining ethereum online live coinfirm,1.0,1.0,0.5,0.1363636363636363,0.0,0.0,1.0,0.0,16408.199219,1,702.767029,0
2017-12-14,mining ethereum online happy birthday hope ether brings plenty future,1.0,1.0,1.0,0.8,0.765,0.0,0.625,0.375,16564.0,1,695.815979,0
2017-12-15,live coinfirm mining ethereum online wealth freedom love exchange wallet test hello bitcoin cash technical diligence,1.0,1.0,0.5,0.1363636363636363,0.4939,0.0,0.789,0.211,17706.900391,1,684.447998,1
2017-12-16,mining ethereum online steal address kids debt struggling survive money meant business took away tell somebody soul,1.0,0.0,0.0,0.0,-0.6908,0.341,0.659,0.0,19497.400391,0,696.208984,1
2017-12-17,mining ethereum online great minds discuss ideas average events small people term years renewable mutual agreement audi coin code review hash ether internal,0.0,1.0,0.75,0.8,0.6249,0.0,0.745,0.255,19140.800781,0,719.974976,1
2017-12-18,mining ethereum online john smith certify penalty perjury sole owner cryptocurrency address associated message lila want know love moon capital crypto assets focused venture investment management firm welcome world birthday written blockchain time interested selling tokens paying market lots,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19114.199219,0,794.64502,1
2017-12-19,mining ethereum online accidently withdraw address exchange maybe copy checked account crowdsale yesterday send thanks email confirmation great transfer return favor live coinfirm payment dean video,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17776.699219,0,826.822998,0
2017-12-20,live coinfirm mining ethereum online reading congratulations alive smile know,1.0,1.0,0.5,0.1363636363636363,0.0,0.0,1.0,0.0,16624.599609,0,819.085999,1
2017-12-21,live coinfirm marketing fund drive technical table mining ethereum online,0.0,1.0,0.3,0.0681818181818181,0.0,0.0,1.0,0.0,15802.900391,0,821.062988,0
2017-12-22,live coinfirm piace cazzo pure ethereum technical euros,1.0,1.0,0.5,0.1753246753246753,0.0,0.0,1.0,0.0,13831.799805,1,674.859985,1
2017-12-23,live coinfirm,0.0,1.0,0.5,0.1363636363636363,0.0,0.0,1.0,0.0,14699.200195,0,719.387024,0
2017-12-24,apple juice welcome satoshi world,1.0,1.0,0.9,0.8,0.4588,0.0,0.769,0.231,13925.799805,1,694.14801,1
2017-12-25,merry christmas dave wish peace prosperity gift help valued date worth year wait selling charles lori angelo,1.0,1.0,0.0,0.0,0.8658,0.0,0.508,0.492,14026.599609,1,765.833984,1
2017-12-26,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16099.799805,0,773.835999,0
2017-12-27,live coinfirm,0.0,1.0,0.5,0.1363636363636363,0.0,0.0,1.0,0.0,15838.5,0,762.84198,0
2017-12-28,live coinfirm initial investment hello world unique message blockchain,1.0,1.0,0.25,0.0681818181818181,0.0,0.0,1.0,0.0,14606.5,1,737.02301,1
2017-12-29,changing world blockchain time george levy contingency keyholder management trip threat assessment jeff treasurer profit organization attest account solely controlled receive deductible donations form compatible tokens,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14656.200195,0,753.59198,0
2017-12-30,contingency trip threat assessment escrow withdrawal rate,0.0,0.0,0.0,0.0,-0.5267,0.236,0.764,0.0,12952.200195,1,717.257019,1
2017-12-31,harry forever blockchain poloniex account jamal worker address bitflyer zaif funding,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14156.400391,0,756.732971,1
2018-01-01,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13657.200195,1,772.640991,1
2018-01-02,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14982.099609,1,884.44397,1
2018-01-03,airdrop promotion,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15201.0,1,962.719971,1
2018-01-04,welcome crypto,1.0,1.0,0.9,0.8,0.4588,0.0,0.7,0.3,15599.200195,1,980.921997,1
2018-01-05,fortuna initial coin offering nick,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17429.5,1,997.719971,1
2018-01-06,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17527.0,0,1041.680054,1
2018-01-07,black smart contract,1.0,1.0,0.5380952380952382,0.0238095238095238,0.4019,0.0,0.748,0.252,16477.599609,0,1153.170044,0
2018-01-08,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15170.099609,0,1148.530029,1
2018-01-09,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14595.400391,1,1299.73999,0
2018-01-10,hello message blockchain,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14973.299805,0,1255.819946,0
2018-01-11,thanks email reply know build gets stuck tres sale token purchase,0.0,0.0,0.2,0.2,0.2263,0.112,0.726,0.162,13405.799805,1,1154.930054,1
2018-01-12,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13980.599609,1,1273.199951,1
2018-01-13,sharpe capital month payment mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14360.200195,0,1396.420044,0
2018-01-14,mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13772.0,1,1366.77002,0
2018-01-15,ethereum foundation mining payout goes crypto,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13819.799805,0,1291.920044,0
2018-01-16,mining payout initial coin offering purchase create blockchain oracle transaction tracked denmark cold storage working,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11490.5,0,1053.689941,0
2018-01-17,constant true inputs duration outputs type uint function false withdraw address accounts value timeout constructor know money borrow benjamin franklin mining payout,0.0,1.0,0.4916666666666667,0.175,0.4215,0.0,0.811,0.189,11188.599609,1,1014.25,1
2018-01-18,trying message ethereum blockchain jobs mining payout initial coin offering,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11474.900391,1,1036.280029,1
2018-01-19,depth blockchain wishing great birthday initial coin offering sale mining payout,1.0,1.0,0.75,0.8,0.7184,0.0,0.625,0.375,11607.400391,1,1039.099976,1
2018-01-20,live coinfirm payment hotmail mining payout,1.0,1.0,0.5,0.1363636363636363,0.0,0.0,1.0,0.0,12899.200195,0,1155.150024,0
2018-01-21,live coinfirm coindesk address table child function style display bitcoin alert warning site unsafe designed lose funds close encourage author fully disable rebuilt hacky prototypes dangerous real users involved time dive vast exciting world security worthwhile turn message sent happy birthday love team mining payout,1.0,1.0,0.35,0.2181818181818181,0.5106,0.0,0.784,0.216,11600.099609,0,1049.579956,0
2018-01-22,thanks hard work live coinfirm mining payout function approve address spender uint value android transaction,1.0,1.0,0.4138888888888889,0.0148989898989898,0.3612,0.086,0.736,0.178,10931.400391,0,1003.26001,0
2018-01-23,live coinfirm mining payout test price lightning network,1.0,1.0,0.5,0.1363636363636363,0.0,0.0,1.0,0.0,10868.400391,1,986.229004,1
2018-01-24,live coinfirm payment hotmail mining payout,1.0,1.0,0.5,0.1363636363636363,0.0,0.0,1.0,0.0,11359.400391,0,1058.780029,0
2018-01-25,mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11259.400391,0,1056.030029,0
2018-01-26,mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11171.400391,1,1055.170044,1
2018-01-27,mining payout ledger fucking,1.0,1.0,0.8,-0.6,0.0,0.0,1.0,0.0,11440.700195,1,1107.069946,1
2018-01-28,blockchain technology change world know test transaction android phone thanks satoshi fuck gmail original work hashed proofs personal wallet,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11786.299805,0,1246.01001,0
2018-01-29,mining payout android transaction insights network primer tweet blockchain para toda vida idea affiliation julia shot message messaged deck whitepaper saying remove asap love ether,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11296.400391,0,1182.359985,0
2018-01-30,android transaction mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10106.299805,1,1071.130005,1
2018-01-31,wang digit buy nabi wednesday january great book thank tokyo mining payout,1.0,1.0,0.75,0.8,0.6249,0.0,0.76,0.24,10221.099609,0,1118.310059,0
2018-02-01,function transfer address uint value constant vault public initial coin offering mining payout,1.0,1.0,0.3333333333333333,0.0,0.34,0.0,0.833,0.167,9170.540039,0,1036.790039,0
2018-02-02,avian order score mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8830.75,1,915.784973,1
2018-02-03,zach warns deep state orchestrated false flag attack super bowl event weekend carried group meant hurt american people trumps presidency happens know blame mining payout,0.0,0.0,0.5,-0.2,-0.1027,0.097,0.903,0.0,9174.910156,0,964.018982,0
2018-02-04,andi forever blockchain capabilities singer capital manifesto mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8277.009766,0,834.682007,0
2018-02-05,hahaha spamming bitcoin network stop rules fees money mining payout,0.0,1.0,0.4,0.2,-0.1779,0.28,0.529,0.19,6955.27002,1,697.950989,1
2018-02-06,scam copyright initial coin offering blockchain sarai chairman generation respect interest technology thoughtful regulatory approach weekly draw shadow pyramid mining payout transaction user horrible copy wonder work,1.0,0.0,0.0,0.0,-0.5719,0.252,0.748,0.0,7754.0,0,793.122009,0
2018-02-07,meet bioeconomy currency mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7621.299805,1,757.067993,1
2018-02-08,transactions transparent digital currency exchanges regulated spend ether exposing identity arrested fraud promise winner test transaction hello blockchain money reserved mining payout trade fund request tokens soon available extra months presale bonus,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8265.589844,1,817.807007,1
2018-02-09,transactions transparent digital currency exchanges regulated spend ether exposing identity arrested fraud promise winner universe gives away unexpected enjoy reward consider returning funds good karma namaste mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8736.980469,0,883.86499,0
2018-02-10,froggie loves bear transaction user face token wallet mining payout,1.0,1.0,0.0,0.0,0.5719,0.0,0.764,0.236,8621.900391,0,860.414978,0
2018-02-11,andreas bitcoin jesus little know amazing thoughts mithril refund frank jian grace work future dream zhong transaction wallet money reserved wolfe mining payout,2.0,1.0,0.7,0.20625,0.5456,0.0,0.773,0.227,8129.970215,1,814.659973,1
2018-02-12,institute index dungeon master shift discord mining payout,1.0,0.0,0.0,0.0,-0.4019,0.184,0.816,0.0,8926.570313,0,868.70697,0
2018-02-13,ceci message ethereum mithril refund saying coin weekly draw thanks change ether anders mining payout happy healthy birthday mate wish luck success jimmy token,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8598.30957,1,845.257996,1
2018-02-14,know love officially recorded blockchain irreversible ineradicable irresistible initial coin offering forever imam tebe telegram open network tokens thank mining payout,1.0,1.0,0.6,0.5,0.6369,0.0,0.724,0.276,9494.629883,1,923.560974,1
2018-02-15,jenna roses bitcoin gold crypto daddy nigger coin touch groin free travel need blockchain ethers left shift having fear missing mining payout,2.0,1.0,0.0,0.0,-0.6486,0.249,0.751,0.0,10166.400391,1,936.976013,1
2018-02-16,auction token initial coin offering email gmail sent wallet including payment mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10233.900391,1,944.210022,1
2018-02-17,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11112.700195,0,974.11499,0
2018-02-18,credits initial coin offering zachary petro chicago bitcoin,2.0,1.0,0.0,0.0,0.3612,0.0,0.828,0.172,10551.799805,1,923.921021,1
2018-02-19,bitcoin great ethereum greater found malware resources return funds charges pressed initial coin offering bought fuck help hopefully buy dignity piece shit purchase order period rolled timeout,1.0,1.0,0.625,0.65,0.765,0.0,0.625,0.375,11225.299805,1,943.86499,0
2018-02-20,discord livestream shaving beard events waking titan stream link posted lacking hello come africa face animal slaughtered hearts african friends ideas build organization maintain lovely protection safe cruel slaughter hunter need money thing love hope disaster massacre defenders peace etheric square donation points future tell world help send account,1.0,0.0,0.0,0.0,-0.4019,0.197,0.803,0.0,11403.700195,0,895.370972,0
2018-02-21,weekly draw test text message address,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10690.400391,0,849.971008,0
2018-02-22,owns ethereum address message encoding text sell prueba mensaje dentro transfer smaller unit,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10005.0,1,812.844971,1
2018-02-23,order period rolled timeout auteur document initial coin offering corso bitcoin blockchain education network italia ignite token,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10301.099609,0,864.189026,0
2018-02-24,trading hitbtc scaling network roman storm,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9813.070313,0,840.515015,1
2018-02-25,good initiative function public sender shuffle,1.0,1.0,0.3333333333333333,0.35,0.4404,0.0,0.791,0.209,9664.730469,1,844.809998,1
2018-02-26,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10366.700195,1,869.315002,1
2018-02-27,thanks videos hope helps mining payout weekly draw message encoding text revoke sell,1.0,1.0,0.2,0.2,0.8126,0.0,0.567,0.433,10725.599609,0,878.265015,0
2018-02-28,stop elevator pass related shitposting thanks sending bits linus address mining payout,1.0,0.0,0.3,0.1,0.1779,0.137,0.683,0.18,10397.900391,1,855.198975,1
2018-03-01,wish steal ether want secure wait year claim stored crypto club wonderful initiative mining payout,1.0,1.0,0.6,0.4,0.296,0.155,0.534,0.311,10951.0,1,872.200012,0
2018-03-02,mining payout talk coin kimchi whale impersonators abound soon blockchain establishes original account beware fakes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11086.400391,1,856.853027,1
2018-03-03,froggie prediction deutsche bank bust account speculation coin applied blockchain talk order cart value euro mining payout,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11489.700195,1,857.224976,1
2018-03-04,talk coin mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11512.599609,1,866.677979,0
2018-03-05,darkness engulf head infrared hate night sleep count electric sheep sweet dream wishes mining payout brain implant chip experiment,1.0,0.0,0.9,-0.8,-0.6908,0.341,0.659,0.0,11573.299805,0,853.684021,0
2018-03-06,bitcoin puede gobiernos fernando ramos marzo meetup wonderfull block hello locked forever ping commission cathy rigs bureau dorado initial coin offering weekly draw mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10779.900391,0,816.950989,0
2018-03-07,buffets initial coin offering club satisfaction death desire payment good bent delicious magical talking tokens mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9965.570313,0,752.830994,0
2018-03-08,homosexuality wrong immutable proof stored blockchain forever genesis bitcoin mining payout,1.0,0.0,0.9,-0.5,-0.4767,0.22,0.78,0.0,9395.009766,0,704.596008,1
2018-03-09,hello world blockchain mining payout index topic,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9337.549805,0,728.916016,0
2018-03-10,liked present great names warfare patients conclude know deserved folio,1.0,1.0,0.5166666666666667,0.4666666666666666,0.6908,0.115,0.524,0.361,8866.0,1,686.890015,1
2018-03-11,clever blind sent savings days fake twitter kind return money worked hard spent time earn blockchain power confirmed turkey thomas lost guys contact asap gmail news share mining payout,1.0,0.0,0.8333333333333334,-0.2777777777777778,-0.4215,0.293,0.556,0.152,9578.629883,0,723.338989,0
2018-03-12,attempt reply message like thank confirm compensate enrolling contract transactions failed high consumption transaction consumes maybe didn attention optimize unit refunding spent invite putting limit prize final extraction mining payout,0.0,1.0,0.0,0.0,0.6124,0.0,0.688,0.312,9205.120117,0,699.830994,0
2018-03-13,thomas lost guys contact asap gmail news share weekly draw dear tried join test noticed wallet contacted unfortunately whitelisting wallets welcome whitelisted note transaction consume unit execute high limit order,0.0,0.0,0.0,0.0,-0.0258,0.139,0.727,0.133,9194.849609,0,690.827026,0
2018-03-14,fear little death kills enforce engage select committee begins fake news hearings token sale long live mining payout,0.0,1.0,0.5,-0.1875,-0.8238,0.447,0.446,0.107,8269.80957,1,614.291016,0
2018-03-15,giant depression life barely survive home contract mining payout,0.0,0.0,0.55,0.025,-0.5719,0.236,0.764,0.0,8300.860352,1,611.304016,0
2018-03-16,talk coin mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8338.349609,0,601.666016,0
2018-03-17,thanks input data possible write messages living forever blockchain referral payment satoshi trader payout mining,1.0,1.0,0.6,0.1,0.4404,0.0,0.805,0.195,7916.879883,1,552.778992,0
2018-03-18,exchange rules best group world initial coin offering gmail mining payout,1.0,1.0,0.15,0.5,0.6369,0.0,0.756,0.244,8223.679688,1,538.643982,1
2018-03-19,exchange rules small gift easy fair fees sent binance gmail mining payout thanks great resource enjoy,1.0,1.0,0.7111111111111111,0.2944444444444444,0.7964,0.0,0.597,0.403,8630.650391,1,556.726013,1
2018-03-20,weekly draw satoshi trader payout mining completed transaction sending,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8913.469727,1,557.174988,1
2018-03-21,love team solution revolution mining payout,1.0,1.0,0.6,0.5,0.7579,0.0,0.606,0.394,8929.280273,0,561.731995,0
2018-03-22,mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8728.469727,1,539.702026,0
2018-03-23,message encoding text test transaction mining payout,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8879.620117,0,539.619019,0
2018-03-24,mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8668.120117,0,526.439026,0
2018-03-25,wallet mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8495.780273,0,524.286987,0
2018-03-26,william sena aqui fazer este smart contract wallet mining payout,1.0,1.0,0.6428571428571429,0.2142857142857142,0.4019,0.0,0.828,0.172,8209.400391,0,489.950989,0
2018-03-27,wallet valore bitcoin weekly draw mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7833.040039,1,450.115997,0
2018-03-28,mining payout wallet initial coin offering jonathan lying weasel asshole giving cryptocurrency reputation,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7954.47998,0,446.278992,0
2018-03-29,payment comment blockchain bitflyer electronic mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7165.700195,0,385.967987,1
2018-03-30,tagging blockchain permanent marker capital coin game referral payment hello sorry hard working giving mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6890.52002,1,394.644989,1
2018-03-31,capital coin game mining payout payment comment,1.0,1.0,0.4,-0.4,0.0,0.0,1.0,0.0,6973.529785,0,396.457001,0
2018-04-01,payment comment revert coin swap reverted adjusted operation market automatic process mining payout think prefer stay long hibernation life promise prevent depression come love,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6844.22998,1,379.606995,1
2018-04-02,capital coin game mining payout,1.0,1.0,0.4,-0.4,0.0,0.0,1.0,0.0,7083.799805,1,386.424988,1
2018-04-03,smart assembly forever including yeah happy future loving card live hold hand hear wife husband coul wiith word hola want encoded thought long bitcoin madison isaac friends family heart love birthday cool erased write read lucky birthdays explain messages life thing pretty estamos mundo blockchain george levy clamp airdrop lost return river song seen mining payout bonus token,0.0,1.0,0.8214285714285714,0.5071428571428571,0.8225,0.0,0.538,0.462,7456.109863,0,416.893005,0
2018-04-04,capital coin game weekly draw mining payout,1.0,1.0,0.4,-0.4,0.0,0.0,1.0,0.0,6853.839844,0,380.542999,1
2018-04-05,capital coin game owner creator transfer irrevocably perpetuity rights intellectual property associated including copyright trademarks droit morale form future horn moon washington state company mining payout,1.0,1.0,0.4,-0.4,0.0,0.0,1.0,0.0,6811.470215,0,383.231995,0
2018-04-06,wallet picture blockchain congratulations received free value ethereum validate reward claim read instructions,1.0,1.0,0.0,0.0,0.5994,0.0,0.719,0.281,6636.319824,1,370.285004,1
2018-04-07,confirm transfer rights ownership original developer horn moon final payment attached mining payout,1.0,1.0,0.75,0.375,0.3182,0.0,0.827,0.173,6911.089844,1,385.313995,1
2018-04-08,mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7023.52002,0,400.507996,0
2018-04-09,italian sharing economy startup based blockchain wallet receiving contact information database kairos unable accept funds transaction submitted complete return form available returns mining payout,2.0,1.0,0.0,0.0,0.4215,0.0,0.797,0.203,6770.72998,1,398.526001,1
2018-04-10,capital coin game slash channel wallet mining payout,1.0,1.0,0.4,-0.4,-0.2732,0.139,0.861,0.0,6834.759766,1,414.243011,1
2018-04-11,weekly draw mining payout order cart value,1.0,1.0,0.0,0.0,0.34,0.0,0.833,0.167,6968.319824,1,430.540009,1
2018-04-12,capital coin game transaction want ware mining payout wallet,1.0,1.0,0.4,-0.4,0.0772,0.0,0.902,0.098,7889.25,1,492.94101,0
2018-04-13,capital coin game rules world wallet mining payout,1.0,1.0,0.4,-0.4,0.0,0.0,1.0,0.0,7895.959961,1,492.734985,1
2018-04-14,nice thanks free money,1.0,1.0,0.6666666666666666,0.4000000000000001,0.8402,0.0,0.438,0.562,7986.240234,1,501.477997,1
2018-04-15,wallet internet broke blockchain mining payout,1.0,1.0,0.0,0.0,-0.4215,0.203,0.797,0.0,8329.110352,0,531.702026,0
2018-04-16,proof link capital coin game wallet mining payout satoshi money,1.0,1.0,0.4,-0.4,-0.1027,0.097,0.903,0.0,8058.669922,0,511.147003,0
2018-04-17,weekly draw hour bonus wallet,1.0,1.0,0.0,0.0,0.5423,0.0,0.741,0.259,7902.089844,1,502.894012,1
2018-04-18,sour crypto steals wallets shout outs capital coin game mining payout payment comment beauty blockchain leah stocks bought season wallet transactions,1.0,0.0,0.0999999999999999,-0.15,-0.5106,0.202,0.798,0.0,8163.419922,1,524.789001,1
2018-04-19,referral payment anna proving ownership control wolf crypto pool address validated wallet mining payout apenas bitcoin antes pontos,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8294.30957,1,567.888977,1
2018-04-20,referral payment gmail capital coin game andreas bitcoin survive permanent internet fragmentation digital communication torino mining payout,1.0,1.0,0.4,-0.4,0.0,0.0,1.0,0.0,8845.830078,1,615.718018,0
2018-04-21,mining payout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8895.580078,0,605.39502,1
2018-04-22,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8802.459961,1,621.859985,1
